book_a;book_b;count
0440940001;0060976845;5
0452283205;0060502258;5
0515093203;051510566X;5
0440940001;0060987529;5
0345392825;0316666343;5
0515135062;0312966970;5
0380977788;0679781587;5
034539657X;0425132951;5
0440224624;044021145X;5
0380977788;0060977493;5
0060916508;0156027321;5
0380977788;0060928336;5
0399150897;0316154059;5
0380977788;0316776963;5
0060916508;0060987529;5
0688177859;0375706771;5
0688177859;0316666343;5
0380977788;014029628X;5
0399150897;0316693200;5
0399150897;0316603570;5
0380977788;0142001740;5
0345335465;0345313860;5
0446611085;0786868716;5
034539657X;0345337662;5
0671027387;0061015725;5
0515102636;0553294903;5
0688177859;0679781587;5
0345325818;043935806X;5
0345325818;0439136350;5
0345325818;0439064864;5
0446611085;0446605239;5
0345396936;0345351525;5
0345396936;0345353145;5
0446609323;0440225701;5
0440122090;0440221595;5
0385335830;0061009059;5
0061000027;0441790348;5
0440122090;0440207770;5
0440122090;0440211263;5
0385336810;0385336179;5
0440122090;0440213290;5
0440122090;0440215625;5
0385336810;0385335482;5
0380977788;0446310786;5
0345333926;0441172717;5
0689817851;0312278586;5
0345397819;0345334531;5
0689817851;0316666343;5
0671004107;0345370775;5
0394820371;0439064864;5
0671004107;0345353145;5
0394820371;0439136350;5
0689817851;0385504209;5
0380978415;0679781587;5
0440224705;0425147622;5
0380978415;0142001740;5
0380978415;0380728133;5
0345334531;0345397819;5
034539657X;0440214041;5
0671004107;0345380371;5
034539657X;0425147517;5
0345314255;059035342X;5
0451142934;0345313860;5
0394820371;0449912558;5
0449907481;0375727345;5
0394223802;034536676X;5
034540288X;0671042262;5
0449907481;0060915544;5
0449907481;0060922532;5
0449907481;0060934417;5
055357227X;0345413873;5
034540288X;059035342X;5
034540288X;067102423X;5
0440213290;0440221595;5
0440213290;0440223202;5
0743203631;0385720106;5
0345313151;0451156609;5
0345313151;0441172695;5
0743203631;0375727345;5
0743203631;0446672211;5
0451142934;0316666343;5
0440213290;0440122090;5
0440213290;0440207770;5
0440213290;044021145X;5
0743206029;0385472951;5
0380804557;059035342X;5
0743211375;0451156609;5
0515124893;0515122734;5
0743203631;0786868716;5
0553289691;0385722206;5
0743206029;0316666009;5
0743206029;0316693200;5
0515122491;0553569910;5
0743206029;0399148639;5
074322535X;0375706771;5
0394820371;0553296981;5
0345404319;0345370775;5
0515126489;0446610038;5
0060936363;0316666343;5
0380804557;0316666343;5
042516098X;0316693235;5
042516098X;0316666343;5
051512608X;0515128546;5
051512608X;0515128554;5
051512608X;051513287X;5
051512608X;0515136379;5
0515135739;0515130966;5
0553280414;0451526341;5
0679751602;0743418174;5
0394820371;0590353403;5
0743206029;0684835959;5
0743206029;0684810395;5
0743206045;0399148639;5
0671014196;0842329129;5
055357230X;0440241073;5
0553287893;0441172717;5
039480001X;0061009059;5
0060929790;0743418174;5
0449912558;0060987103;5
0060929790;0684874350;5
0345384350;0451176464;5
0060929790;0684833395;5
0425155404;0425166619;5
0743206045;0385504209;5
0345301110;0312195516;5
0345301110;0345313860;5
0345366239;0385504209;5
0345366239;044021145X;5
0679751602;0440226430;5
0743206045;0743418174;5
0743211375;0345384369;5
0440213029;0440235596;5
0679751602;0375727345;5
051512608X;0373483503;5
0393319296;059035342X;5
0393319296;0590353403;5
0446612545;0316666343;5
0553280414;0345370775;5
034529873X;0345339495;5
034529873X;0345362861;5
038529929X;0440211727;5
038529929X;0440206154;5
0743206045;0316693200;5
0679751602;0312966970;5
0679751602;0060987103;5
0743211375;0312195516;5
0743211375;0060928336;5
0060958022;0671510053;5
0446610542;0515126772;5
0060958022;0060987529;5
0060958022;0060987103;5
0446612545;0449003795;5
0060958022;0385504209;5
038531258X;0679781587;5
0446610542;0385504209;5
042516098X;0440214041;5
038531258X;0688177751;5
0440225825;0425182878;5
0060958022;0064407667;5
0446610542;0440241162;5
038531258X;0312983867;5
038531258X;0316666343;5
0671003364;0380820854;5
038531258X;0375727345;5
0671003364;0373483503;5
0553292722;0425151867;5
0446610542;0515131229;5
0451147367;0451153553;5
0316969443;0786868716;5
0316969443;0743418174;5
0425152251;0399501487;5
0446610542;042518630X;5
0425152251;0590353403;5
0440225817;0446610038;5
0440225817;0446608815;5
1573221937;0743418174;5
034540761X;0385504209;5
0440224594;0440223202;5
0060934719;0062502182;5
0425153975;0380710218;5
0345391802;0060987103;5
0553580272;0812550706;5
0451132378;0451167317;5
0451132378;0451186362;5
0451132378;0451184963;5
0451132378;0451180232;5
0451132378;0451176464;5
0451132378;0451173317;5
0345391802;0316666343;5
0345409671;0451173317;5
074322535X;044023722X;5
0316788228;0679781587;5
0316969443;0446608955;5
038531292X;067164257X;5
0425151867;0553292722;5
0393319296;0385720920;5
0316969443;0385484518;5
0316969443;044023722X;5
038531292X;0316666343;5
0316969443;0446525502;5
0425151867;0553569031;5
0425151867;055356451X;5
038531292X;0385315309;5
042516098X;0425158616;5
038531258X;0060987529;5
038531258X;0060987103;5
038529929X;059035342X;5
0451147367;0451172817;5
0451147367;0451176464;5
038531292X;051511992X;5
0316789089;0671003755;5
0446610399;0743418174;5
0425151867;0425161242;5
0316789089;068484477X;5
0316789089;0743418174;5
0316789089;0786868716;5
0345409671;0345422384;5
0743225406;0312195516;5
0743225406;0060502258;5
038531292X;0515136530;5
0345441133;0316666343;5
0743467523;0671793489;5
0767907817;0440241162;5
0345441265;0312195516;5
0553582135;0446610038;5
0553582135;0446611212;5
0316168688;0312195516;5
0441003257;0060987529;5
0446608890;0385504209;5
0380727501;0345337662;5
0425140032;0451181379;5
0440414806;0061009059;5
038542017X;0385484518;5
0767905385;0312195516;5
0316154059;0399150897;5
0316154059;0399148639;5
0552140295;0552147680;5
0345444884;0671041789;5
0316168688;0142000205;5
0312978383;0312924801;5
038533656X;0425167313;5
0385722435;0142001740;5
0440174643;0679781587;5
0345444884;0684853515;5
0747538484;0747546290;5
0345444884;0743211383;5
0345459202;044021145X;5
1558744592;1558745718;5
0452282195;0385720106;5
0425168298;0425182878;5
0345452550;0316603287;5
0440414806;0064407667;5
0345465083;0375727345;5
0060199652;0399146431;5
0312978383;0312195516;5
0385722435;067976402X;5
0451161343;0451163524;5
067088300X;0375725784;5
067088300X;0375707972;5
0440241162;042518630X;5
0446608815;0425182878;5
0552140295;0552142379;5
0552134643;0552137030;5
0312986343;0312980140;5
0451161351;0440211727;5
0743486226;0385504209;5
0385729332;0385335881;5
0312986343;0786868716;5
0312974256;0316666343;5
038542017X;0439064864;5
0312974256;0312980159;5
0345459202;0446672211;5
0312986343;0312976275;5
0765341972;0553579754;5
0312978383;0385722206;5
0312986343;0312195516;5
0743469801;0060987103;5
0312986343;0312966091;5
0515087122;0515093203;5
0515087122;0515102652;5
0385335830;0767905180;5
0553299506;0553568701;5
0312974256;0312195516;5
0316168688;0786868716;5
0440176484;0440111811;5
0743469801;0671001795;5
0316168688;0385722206;5
0767905202;0446672211;5
0316168688;0399149325;5
0440176484;0385504209;5
0670869902;0316666343;5
0316168688;0375412530;5
0440414806;0439136350;5
0440404193;0316666343;5
0440414806;0449005615;5
0425140032;0451176464;5
0767907817;0385335482;5
0425166619;0425155404;5
0440127793;0316666343;5
0552134627;0552142379;5
0553582135;0440222656;5
0446670111;0375726403;5
0671026011;0743437802;5
0552998486;0060958022;5
0679441018;0679454470;5
0552134627;0552140287;5
0743469801;0316096199;5
0552134627;0552134619;5
0552134627;0552140295;5
0671027573;0515128554;5
0553582143;0425182878;5
1558745017;1558744150;5
0553279378;0385504209;5
0679426159;0345445848;5
0440180295;067088300X;5
0060199652;0385722206;5
0440241162;0312983271;5
0060199652;0385484518;5
1558743316;1558744150;5
0670813648;0399133143;5
0345465083;0375706771;5
1558745157;0312278586;5
0515102636;0515136379;5
1558745157;0312195516;5
0425141233;0345337662;5
0440180295;0804106304;5
0441001971;0060987103;5
0553571885;0553561618;5
0345452534;0316666343;5
0440180295;0440998050;5
0451161343;0451167317;5
0451161343;0451169522;5
0316781266;0060987103;5
0345452534;0316693200;5
006099486X;067976402X;5
0440241162;0767907817;5
0452282195;0142001740;5
0060199652;0312278586;5
0553279378;0385484518;5
0345465083;0156027321;5
1558743316;0446310786;5
0446608815;0345391055;5
0671027573;0671027581;5
0553571885;0553579606;5
0312980159;0446610542;5
0451161343;0671039741;5
0425168298;0425141233;5
0061020702;0061020710;5
0440241162;0446610542;5
0312980159;0316666343;5
067697175X;0446532231;5
0452282195;0375702709;5
0452282195;0375727345;5
0452282195;0375726403;5
0440241162;0515136530;5
0671027573;0439136369;5
0385420161;0312195516;5
1558745157;0142001740;5
1558745157;0142000205;5
076790382X;0380727501;5
067088300X;0440180295;5
0425141233;0425168298;5
0312980159;0312980140;5
0312980159;0312974256;5
0553279378;0440219078;5
0515102636;051512219X;5
0425141233;0425137562;5
0679426159;0060987103;5
0767902521;0804106304;5
0767902521;068484477X;5
0767902521;0743418174;5
0767902521;0804114986;5
0345450892;0743418174;5
0515095826;051510566X;5
0552145424;0552142379;5
0425142485;0425121259;5
0440940001;0553274295;5
0440180295;0345361792;5
0060248025;0060256656;5
0743460529;0440213525;5
0553279378;0786868716;5
0671027387;0440213525;5
0515095826;0515102652;5
0451161343;0451156609;5
0060199652;0060175400;5
0552147680;0552140295;5
0425142485;0345370775;5
0312978383;0842329129;5
0515095826;0515090506;5
0670813648;0525941908;5
0060199652;0553277472;5
0552131059;0552142379;5
0441004520;0345423402;5
0440111811;0440176484;5
0440111811;0440200563;5
0440180295;0316769487;5
0345459202;0743418174;5
0440940001;0375727345;5
0440940001;0380002930;5
0425142485;042513525X;5
0440111811;0440201926;5
0312978383;0671510053;5
0552145424;0552131075;5
0440180295;0380789035;5
0767912233;0385504209;5
0399142282;0316666343;5
031298328X;1400031354;5
0312983298;0312983271;5
0553279378;0684872153;5
0440241537;0446613266;5
0743460529;0671003755;5
0425147517;034539657X;5
0767902513;0385504209;5
0440241537;0671027360;5
0743460529;0446672211;5
0440940001;0385505833;5
0399142282;0316693200;5
1558744630;043935806X;5
0552147680;0552134619;5
0060256656;0060248025;5
0425166619;0446609404;5
0743467523;0385504209;5
043936213X;0439136369;5
043936213X;0439139600;5
0380727501;0671027360;5
0552134619;0552134627;5
0552134619;0552147680;5
0385335830;0385335881;5
0552142379;0552128481;5
0552142379;0552131059;5
0385336810;0312983271;5
0553571885;0440225701;5
0670813648;0670844527;5
0670813648;0670855030;5
0312979096;0312195516;5
067088300X;0060987103;5
0670813648;0670835382;5
0515095826;044021145X;5
0061015725;0786868716;5
0671027387;0786868716;5
0312971125;043935806X;5
0743460529;0671004549;5
0553582143;0312966091;5
038542017X;067976402X;5
0425168298;0425121631;5
0345465083;0060987103;5
0679444815;0385504209;5
0552137030;0060938455;5
0767905385;0452282195;5
0452284449;067976402X;5
0345443683;0446672211;5
0679444815;0066214122;5
0552134651;0552131067;5
0451161351;0451169522;5
0670865796;0060934417;5
0345444884;0066214122;5
0679405283;0345313860;5
0670865796;0316601950;5
0385336179;044021145X;5
0552137030;0552124753;5
0671027344;0743418174;5
155874424X;0842329129;5
0765341972;0385505833;5
0553582135;0786868716;5
0312974256;0156027321;5
0552998486;0552998001;5
043936213X;0312976275;5
0441003257;0141301155;5
0552137030;0552134643;5
0552137030;0552131059;5
0670865796;0316769487;5
0385729332;014029628X;5
0345444884;0385199570;5
0385336179;0385336810;5
0671027581;0671027573;5
0425140032;042513525X;5
0441003257;0380789035;5
0452284449;0385722206;5
0439404371;0316666343;5
0385336179;038079487X;5
0767905385;0767900383;5
0440111811;0440222656;5
0679446486;044021145X;5
0552140287;0552134627;5
0552140287;0552142379;5
0452284449;0060915544;5
155874424X;0312966970;5
0316089699;0316666343;5
0452284449;0142001430;5
0767905385;1400034779;5
0316153915;0316666343;5
0679446486;0345380371;5
0452283442;1558744150;5
0312995423;0767902521;5
0552140287;0552128481;5
0440487617;0553296981;5
0380728133;0316666343;5
031298328X;0671001795;5
0743460529;0425121259;5
0345449347;0345361792;5
0440241537;0440236673;5
0440241537;0440220602;5
0440241537;0440214041;5
0380728133;0380813815;5
0670813648;0684853507;5
0380728133;0380978415;5
0425143325;0440206154;5
0451162072;0345370775;5
0312995423;0440234743;5
0061015725;0440241073;5
0451161351;0451167317;5
0451161351;0451162072;5
0552140295;0552131059;5
0747546290;0747538484;5
0451161351;0451156609;5
0451161351;0451155750;5
0552140295;0552134627;5
0441003257;0375725784;5
0767905385;0375727345;5
0451161351;0451170385;5
0441003257;0345361792;5
0451161351;0451184963;5
0441003257;059035342X;5
0425144429;044021145X;5
0440174643;0446365386;5
0425144429;0440220602;5
0441003257;0671027360;5
0425146413;0380718340;5
0061015725;0060930535;5
0316154059;0312265867;5
0446670111;0786868716;5
0670865796;044651652X;5
0670813648;0670858692;5
0449911004;0385722206;5
1558745157;0671004530;5
0670892963;0316776963;5
0446609323;0446613266;5
0446609323;0446612790;5
0316602906;0316693006;5
0525947647;0671027360;5
0316666009;0743418174;5
0743439740;0380710218;5
0345435168;0743418174;5
0345435168;0743237188;5
0345435168;068484477X;5
0345435168;0671003755;5
0670892963;0449910571;5
0345435168;0671001795;5
0316666009;0743206029;5
006099486X;0345361792;5
0743457358;0451156609;5
0515102636;067164257X;5
0679454470;0345337662;5
0679454470;0345351525;5
0679454470;034538475X;5
0553578685;0553576798;5
0743457358;0451172817;5
0446609323;044023722X;5
006099486X;0316666343;5
0316602906;0385504209;5
0316602906;0385511612;5
0743454529;0786868716;5
0743454529;0743245520;5
0679454470;0679441018;5
0060988649;0060987103;5
0399133143;0684867621;5
0060391626;0375706771;5
0399133143;0684853507;5
0440200563;0671534718;5
051510566X;0515093203;5
051510566X;0515095826;5
0743439740;0786868716;5
0553582127;0553582143;5
0316666009;0399145087;5
0060391626;0425167313;5
0440200563;0446605239;5
0399133143;0743211383;5
0425163385;0446610038;5
0670892963;0375727345;5
0316603570;0399150897;5
1558745157;0842329129;5
0316603570;0316693200;5
0679457526;0671001795;5
0743439740;0440220602;5
0399133143;0670813028;5
0399133143;0670813648;5
0399133143;0670835382;5
0385730586;0060915544;5
0399133143;0670851086;5
0385730586;0060987103;5
0553578685;0553578693;5
1558745718;1558744150;5
1558745718;1558744592;5
0743437802;0671026011;5
1558745718;0971880107;5
0380731851;0451180410;5
0671024248;0451180232;5
0380731851;0316666343;5
0380731851;0440241073;5
006099486X;0380813815;5
0525947299;0786868716;5
0316603287;0385510438;5
0060391626;0156027321;5
0515102652;0515087122;5
0440200563;0425107469;5
0515102652;0515095826;5
0670892963;014028009X;5
0316603287;0553802461;5
0316603287;0553802488;5
0440200563;0440111811;5
0060391626;0345361792;5
0679454470;0375401598;5
0446609323;0446603929;5
0553572040;014028009X;5
0440200563;0385315309;5
0743454529;0151008116;5
0670892963;0316096199;5
0525947647;0312195516;5
0743454529;0385504209;5
0425147584;0425116840;5
1558745157;0446605239;5
0440200563;0316666343;5
0440237688;0971880107;5
0670892963;0060392452;5
0679454489;0375401598;5
0440200989;034538475X;5
0316693324;0316690619;5
0380789019;0446310786;5
0440236703;0446607657;5
0679731725;0446310786;5
0380789019;0060987103;5
0440236703;0385505833;5
0671024108;0440241073;5
0553578693;0446612790;5
0679731725;0385484518;5
0679723161;0316666343;5
0385319207;0671510053;5
0743418204;0380718340;5
0743418204;0385335881;5
0743418204;038533656X;5
0743418204;0385722206;5
0385319207;068484477X;5
0316693006;0316602906;5
0743437640;0316666343;5
0743437640;0312983867;5
0679723161;0060929871;5
0345422384;0345409671;5
0440236703;0671001795;5
0440236703;0385504209;5
0440236703;0743235150;5
0440236703;0743418174;5
0671024108;0671042262;5
0440236703;0842329129;5
0679731725;0316666343;5
0440236703;0061009059;5
0345422384;0345351525;5
0316693294;0316693235;5
0671024108;0446610038;5
0743418190;0743418174;5
038533334X;0446672211;5
0440207622;0671670689;5
0679731148;0385484518;5
0743436210;0345370775;5
0743436210;0140067477;5
0316693251;0446364193;5
1558746226;155874262X;5
0385324057;0316666343;5
0316693251;0446607657;5
0316693251;0446610038;5
0316693251;0446612790;5
0440207622;0316666343;5
0515119644;0446610038;5
0316693251;038550120X;5
0743439740;0671004530;5
0670892963;0425167313;5
0316666009;0316693200;5
0316666009;0316693235;5
0316666009;0316693251;5
0425163385;0425132048;5
0316666009;0375504397;5
0425163385;0425121631;5
0440204208;0446610038;5
0679731148;0440226430;5
0679457526;0316666343;5
0425163385;0425182878;5
0553582127;0553578022;5
0440236738;0312983867;5
038533334X;0312195516;5
0345423291;0060987561;5
038533334X;0345443284;5
0515118559;0515128546;5
0679731148;0375727345;5
1558746226;0786868716;5
0553578693;0446609404;5
0743424425;0451167317;5
0743424425;0451169522;5
0743424425;0451176464;5
0743424425;0451177096;5
0679731148;0140293248;5
0345423291;0345438329;5
0671024248;0316776963;5
0440235596;0312278586;5
0679742298;0439139597;5
0679742298;0439064864;5
0316780812;0345439104;5
0316780812;0375412530;5
0743245520;051513628X;5
0743245520;051513287X;5
0316780375;067976402X;5
0385315309;0440200563;5
